id,school_id,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,institutional_response,response_date,legal_status,verification_status,confidence,tags,created_at,updated_at,record_hash
evt_2025_0043,suny_purchase,2025-03-10,day,"Purchase, NY",Jewish,OCR complaint,"The U.S. Department of Education listed State University of New York, Purchase among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.",src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:94fe639b1f45fbcf9381913f0d5be94e0f8343305d6198d15911b443fc2a2924
evt_2025_0044,swarthmore_college,2025-03-10,day,"Swarthmore, PA",Jewish,OCR complaint,The U.S. Department of Education listed Swarthmore College among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:43344e7e6f7907a958406c1cfd157fcee7ad44a115d37c0c9a79db4e0f84406b
evt_2025_0045,temple_university,2025-03-10,day,"Philadelphia, PA",Jewish,OCR complaint,The U.S. Department of Education listed Temple University among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:cf781f4051178e50059ce03103026e9821a06be757d44f4117c0f69d711bc0d3
evt_2025_0046,the_new_school,2025-03-10,day,"New York, NY",Jewish,OCR complaint,The U.S. Department of Education listed The New School among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:f8d621b4d1d7564fea54f280026953e8a0f9f596a66b77bd11be75e7a689ea82
evt_2025_0047,tufts_university,2025-03-10,day,"Medford, MA",Jewish,OCR complaint,The U.S. Department of Education listed Tufts University among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:99845ac7274e5f2fca01fc2bcb8778a7d7bca1c28adf19476d6ae6ec03a179d3
evt_2025_0048,tulane_university,2025-03-10,day,"New Orleans, LA",Jewish,OCR complaint,The U.S. Department of Education listed Tulane University among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:146d9f6146f9113899fe5dfdcaa540b9335694c99e46d997c2a563fb7a64c326
evt_2025_0049,union_college,2025-03-10,day,"Schenectady, NY",Jewish,OCR complaint,The U.S. Department of Education listed Union College among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:b3f492af56ca14f2b9da72450ce6c1997fe230cfe5946ae8cab44a33d815a3c5
evt_2025_0050,university_of_california_davis,2025-03-10,day,"Davis, CA",Jewish,OCR complaint,The U.S. Department of Education listed University of California Davis among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:d47bf5816278dda34530021e285d3ce3533cc6d513f74f613b69388906e21726
evt_2025_0051,university_of_california_san_diego,2025-03-10,day,"San Diego, CA",Jewish,OCR complaint,The U.S. Department of Education listed University of California San Diego among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:3e34c0775dd5a64e6069c2f97ae5f21c1d95667bd3bc47b40bb5baa485e664c6
evt_2025_0052,university_of_california_santa_barbara,2025-03-10,day,"Santa Barbara, CA",Jewish,OCR complaint,The U.S. Department of Education listed University of California Santa Barbara among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:0cb18656d8910b62313caf020cbe7301c5fd7990b477b341d15ae1910b2cb2e1
evt_2025_0053,university_of_california_berkeley,2025-03-10,day,"Berkeley, CA",Jewish,OCR complaint,"The U.S. Department of Education listed University of California, Berkeley among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.",src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:9d0b440b63b9d16df42b5cf073633ba8c3af7b4d4f9969919562d2a578022348
evt_2025_0054,university_of_cincinnati,2025-03-10,day,"Cincinnati, OH",Jewish,OCR complaint,The U.S. Department of Education listed University of Cincinnati among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:c6dab7d3d87ac64e238d14cc1fe58d1e461ca03e90e1d8b4e75e38df39f06357
evt_2025_0055,university_of_hawaii_at_manoa,2025-03-10,day,"Honolulu, HI",Jewish,OCR complaint,The U.S. Department of Education listed University of Hawaii at Manoa among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:ccb7c2f6bc13d3eae41911fbe1208d0966db64479cfce613fdccb1241eaf85ef
evt_2025_0056,university_of_massachusetts_amherst,2025-03-10,day,"Amherst, MA",Jewish,OCR complaint,The U.S. Department of Education listed University of Massachusetts Amherst among 60 universities receiving OCR letters while under investigation or monitoring for antisemitic discrimination and harassment concerns.,src_ed_2025_03_10_letters_60,Government release,The record currently summarizes the public OCR letter action. It does not evaluate the institution's completed response.,2025-03-10,OCR letter sent while institution was under investigation or monitoring,Verified from public source,High,title-vi; shared-ancestry; ocr; warning-letter; antisemitism,2026-06-03,2026-06-03,sha256:433008a3eab7f37beee850a6c93300950d9fdfdb8376fcb6755e5e7e5e713553
